4.98914e-05 1.74668 -19.0253 6.79166 -0.420658 0.597319 -0.37661 
4.98914e-05 1.76612 -19.0548 6.83716 -0.695444 0.931998 -0.759405 
4.98914e-05 1.70505 -19.0661 6.82502 -0.572025 1.37572 -0.16096 
4.98914e-05 1.68871 -19.0318 6.8169 -0.214266 1.16807 0.241418 
4.98914e-05 1.82856 -19.108 6.78479 -0.42511 0.540804 -0.755788 
4.98914e-05 1.79518 -19.0147 6.71083 0.0541976 0.690252 -0.170641 
4.98914e-05 1.81123 -19.1279 6.79632 -0.878959 0.393101 -0.45478 
4.98914e-05 1.79136 -19.0742 6.76752 -0.802855 0.745528 -1.2128 
4.98914e-05 1.73538 -19.1537 6.84983 -0.453628 0.348022 -0.721059 
4.98914e-05 1.75548 -19.1167 6.77553 -1.14822 0.314197 -0.415461 
4.98914e-05 1.85269 -18.9837 6.80327 0.0299025 0.315314 -0.117471 
4.98914e-05 1.73499 -19.056 6.86692 -0.253273 1.06023 -1.31902 
4.98914e-05 1.62948 -18.951 6.84917 -0.210241 1.23395 -0.792626 
4.98914e-05 1.7309 -18.9804 6.96204 -0.258955 0.786911 -0.382574 
4.98914e-05 1.65167 -19.1855 6.78175 -0.931531 0.931777 -0.500587 
4.98914e-05 1.63045 -19.0432 6.79148 0.20013 1.51217 -0.33808 
4.98914e-05 1.76865 -19.1297 6.84262 -0.748049 0.167794 0.200599 
4.98914e-05 1.75524 -19.161 6.83697 -1.02426 0.224658 -0.380476 
4.98914e-05 1.78744 -18.9321 6.83783 0.207603 0.180321 -0.194642 
4.98914e-05 1.85935 -19.079 6.76919 -0.239126 0.0325319 -0.833375 
4.98914e-05 1.8035 -19.0737 6.75302 -1.16352 0.45358 -1.15143 
4.98914e-05 1.67952 -18.999 6.97032 -0.32943 1.24166 -0.548747 
4.98914e-05 1.8086 -19.1677 6.74135 -1.14625 0.488849 -0.113671 
4.98914e-05 1.67995 -18.9774 6.85117 0.212511 1.34285 0.332166 
4.98914e-05 1.91786 -19.1232 6.83116 -0.786927 0.423253 -0.0740334 
4.98914e-05 1.61994 -18.969 6.93531 -0.419786 1.31715 -0.592409 
4.98914e-05 1.64601 -18.9864 6.72772 0.0932977 1.22617 -1.1389 
4.98914e-05 1.78911 -18.9274 6.7282 0.512459 0.687271 -0.590152 
4.98914e-05 1.58919 -19.0783 6.7689 -0.0476498 1.61458 -0.1412 
4.98914e-05 1.84267 -18.9533 6.88851 -0.192748 0.0569211 -0.105712 
4.98914e-05 1.81651 -19.1156 6.77591 -0.711565 -0.253455 -0.309684 
4.98914e-05 1.86017 -18.9079 6.76891 0.264407 0.553821 0.0168313 
4.98914e-05 1.79996 -18.9054 6.71598 0.362731 0.456017 -0.532182 
4.98914e-05 1.6833 -18.9633 6.71458 0.107245 1.15372 0.516656 
4.98914e-05 1.82199 -18.9133 6.73831 0.273289 0.197581 -0.582976 
4.98914e-05 1.8563 -19.1438 6.84246 -0.743983 -0.0442466 -0.0938104 
4.98914e-05 1.70431 -18.9633 6.73954 -0.28187 0.722644 -1.58315 
4.98914e-05 1.71494 -19.0119 6.86824 0.704481 1.33136 -0.723228 
4.98914e-05 1.86569 -18.9783 6.80134 0.582411 0.465941 -0.0765669 
4.98914e-05 1.79054 -19.1726 6.70202 -1.33829 0.820576 -0.630714 
